93,"
문밖을 나서면서 어렴풋이 알았던 우리 부부의 차이점을좀더 명확하게 누군가가 확인시켜줬다는것에서 너무나 좋은 시간이었습니다. ?왜 서로 소통이 안되는지도 인지하고, 대화의 방법이나 상호 신뢰를 줄수 있는 행동들도 마음에 담아서 행동해야겠습니다. ?건대이색카페 심리카페멘토 완전 추천하구요. 커플들도 좋지만 부부들에게도 완전 강추예요. 그냥 다들 건대오시면 그냥 한번 들르시는게 좋을것 같습니다. ?당신이 건대 와서 열어야 하는게 방탈출 문도 있지만, 서로 다른 자물쇠로 잠긴 마음의 문을 먼저 열어보는건 어떨까요????
"
94,키랩보드게임카페 건대
95,"
더운날 요즘 아무것도 하기 싫은 요즘그래도 노는게 제일 좋아!! 더울때 시원하게 놀 수 있는곳이 저는 만화카페만 있는 줄 알았는데요!건대 놀거리 찾아보니 키랩보드게임카페도 가더라구요! 이번에 만화책 말고 딴거하러 가보자!?
"
96,"
건대입구역 3번 출구랑 가깝고 버스정류장이랑 완전 가까워요 저희는 버스타고 내렸더니 1분만에 도착했어요 ㅋㅋ?
"
97,"
계단내려가는 길에 이용안내가 붙어있더라구요. 오기 전에 가격 보고 어느정도인지 확인하고 이용하게 부착해둔것 같았어요영업시간은 낮부터 열더라고요~ 아침에는 늦잠 주무시고 오면 되겠다 싶었어요 ㅋㅋ 자 그러면 들어가볼께요^^?
"
98,"
?깨끗한 인테리어! ^^ 전에 동네에서 갔던곳보다 훨씬 쾌적하고 깔끔한 것 같아 첫 인상이 너무 좋았어요!
"
99,"
신림 놀거리 보드카페??들어가니 벽면에는 게임들이 정리되어 있었어요?2인용/ 3-4인용 / 게임스타일 / 초보게임들 이런 식으로 잘 정리가 되어있어서 처음 가시는 분들도 어렵지않게 게임을 하기 좋게 되어 있었어요!??
"
100,"
?하고난 보드게임은 소독기를 이용해서 깨끗하게 소독하더라구요^^ 그리고 셀프바에는 물을 마실 수 있게 준비되어 있었어요 !^^?시설이 다 깨끗하고 쾌적하고 사장님까지 친절한 곳이었어요!><
"
101,"
그리고 요기 가운데는 테이블 자리였구요?
"
102,"
?자리를 두고 한쪽은 룸이 4개정도 있고반대쪽은 좌식/테이블식 나눠져서 있었어요?주말 10원만큼 이용요금은 조금 다르니까 참고하구 이용하면 좋을 것 같아요^^?엄청난 종류의 게임들@@ 눈이 휘둥글해지더라고요. 전에 가본 곳 보다 게임 종류가 너무나 많았어요! ㅋㅋ??
"
103,"
????쭉 훑어 보셨나요? ㅋㅋ 거짓말 탐지기, 뿅망치 , 담요도 준비되어 있더라구요^^ 재밌게 하려면 뿅망치 챙겨야죠? ㅋㅋ뿅망치랑 게임 하나를 먼저 챙겨서 자리로 갔습니다?
"
104,"
?테이블 자리에도 음료와 먹을것들이 적혀있는 메뉴판이 있었어요 ㅎㅎ저희는 에이드로 주문했는데 다른 분들은 팝콘메뉴까지 시켜 먹더라구요. 냄새가 엄청 맛있던데 다들 맛있게 먹는 것 같았어요!!
"
105,"
?
"
106,"
?그리고 자리에서도 주문할 수 있도록 메뉴판이 있었고요 핸드폰 충전을 할 수 있는 서비스가 있었어요 요즘 스타일 USB충전 포트까지 준비되어 있더라구요!^^?
"
107,"
?그리고 메뉴 패드같은게 있는데 여기에는 보드게임 종류들이 가득 적혀 있었어요?저희는 메뉴판 보고 2인 추천 게임중에 다빈치코드를 골랐어요
"
108,"
1판 이기고 5판 다 진 ㅋㅋㅋㅋㅋ 추리게임입니다 쉬운데 앞에 곰돌이님이 참 잘 하네요 ㅜㅜㅋㅋㅋ??
"
109,"
?
"
110,"
?메뉴판 보고 고른 치킨차차이거 어려웠어요. 기억력이 넘 나 안좋은것 ㅋㅋㅋ그렇게 결국 이것도 졌습니다 ㅋㅋㅋㅋ. ㅠㅠ둘이서도 재밌는데 친구들 가족들과 함께 와도 좋겠다 싶었어요!??
"
111,"
?이것도 추천중에 있던건데 열자마자 복잡하다 ㅋㅋㅋㅋ하고 바로 닫음ㅋㅋㅋㅋ 그리고 마지막 !! 인생게임 찾았어요 ㅋㅋㅋ?
"
112,"
?코코너츠는 원숭이꼬리에 걸린 막대기를 뺴는 건데요 이거 재밌어요 ㅋㅋㅋㅋ 제가 한판 빼고다 빠짐ㅋㅋㅋㅋ오예
"
113,"
그리고 마지막 게임 같은 그림찾기 게임인데.... 이것도 저는ㅋㅋㅋㅋ눈썰미 좋은 분들이 정말 잘 할것같은 게임이었어요?
"
114,"
?건대 놀거리 정말 대박이었어요 완전 강추 ㅋㅋㅋ ><
"
115,"
그리고 2차가는길. 예쁜 간판까지^^ ㅋㅋ 즐거운 하루였어요 ㅎㅎ먹고먹고 놀고놀고
"
116,"
??건대 놀거리 먹거리 한번에 해결가능한 시원한 보드카페 담에 또가야겠어요^^??
"
118,건대 룸메이트 건대
119,"
평가가 끝나고 하루 쉬던 날 닭갈비 먹으러 가기 전에, 마침 오빠가 닌텐도 스위치를 샀다고 하여 편하게 게임하고 쉬려고 룸카페에 가기로 했다. 건대에는 여러 룸카페들이 있는데 역에서 더 가까운 곳들도 있었지만 셀프바가 제일 잘되어있고 깔끔하다는 평이 있던 룸메이트로 결정했다. 룸메이트는 상당히 만족스러웠지만 나중에 우산 없는데 비가 와서 그냥 가까운데 갈 걸 그랬나 싶기도 하고... 
"
120,"
건대입구역 2번 출구 또는 3번 출구에서 도보 약 5분 거리인데 우리는 그냥 네이버 지도가 알려주는대로 3번 출구를 이용해서 횡단보도로 길을 건너갔다. 3번 출구로 나와 쭉 걷다가 건대 분수광장 앞 횡단보도에서 길을 건넌 후 세븐일레븐 방향으로 조금만 걸으면 위에 간판이 크게 보인다. 층수는 무려 4층 !!! 엘레베이터 없는 4층 !!!
"
121,"
사실 엘레베이터 없는 4층이라길래 갈까 말까 많이 고민했는데 깔끔하고 셀프바가 좋대서 가긴 했지만 솔직히 4층까지 가는거 유리같은 나에겐 좀 힘들었다.......
"
122,"
어쨌든 힘들게 올라가 문을 열고 들어가니 왼쪽에 바로 신발장이 놓여있었고 빈 곳에 신발을 넣고 열쇠 챙긴 후 카운터로 가면 된다.
"
123,"
현관 오른쪽이 바로 카운터인데 여기서 선불로 먼저 이용요금을 지불하고 컵을 받으면 된다.이용 요금은 현금가 7,000원(카드 8,000원)으로 현금 할인을 해주기 때문에 결제 수단에 따라 금액이 약간 다르다. 계좌이체도 가능하다고 한다~ 이용시간은 평일은 대기 손님이 없을 경우 무제한 이용 가능하고 주말/공휴일의 경우 2시간 제한이라고 한다. 카운터 아래쪽에는  담요가 놓여 있어 필요 할 경우 사용 가능하다. 보통 이런 곳에서 사용하는 담요는 괜히 찝찝하고 그런데 살펴보니 그런대로 청결한 느낌이라 나도 하나 가져가서 덮었다.
"
124,"
카운터 안쪽은 주방처럼 생겼는데 딱히 요리 메뉴가 없기에 사용한 컵 설거지 정도 하지 않을까 싶다.그 옆에는 화장실이 있는데 공용 화장실로 누가 이용하고 있으면 밖에서 기다려야한다. 이용하진 않았지만 꽤나 청결한 상태였고 무엇보다 내부에 위치해있다는 점이 좋았다.
"
125,"
천장에 저렇게 조명 달린 조화들이 흐드러져있었는데 이게 또 은근히 인테리어 효과를 주어 꽤나 예뻤고 마음에 들었다. 그래서 저기서 괜히 포즈 잡고 사진도 찍었다 ㅋㅋㅋ금요일이었음에도 낮에 방문해서 그런지 손님이 별로 없어서 사진 찍기 수월했고 덕분에 우리는 평일+대기 손님X 로 무제한 이용 가능했고 약 5시간 이상 있었던 듯 하다.
"
126,"
우리는 17번 방을 배정받았는데 생각보다 내부가 좁긴했지만 여타 룸카페 사이즈가 다 비슷하긴하니까.티비, 리모컨 2개, 소화기, 매트, 긴 쿠션으로 구성된 방. 딱히 예쁘진 않았지만 전체적으로 깔끔해서 좋았다!그런데 티비가 겉보기엔 신식같은데 가져온 닌텐도 스위치 연결이 안됐다 ㅠㅠ 그리 좋은 티비는 아닌가봐..티비에 연결해서 큰 화면으로 같이 게임하려고 했는데... 아쉬운 마음을 뒤로하고 일단 셀프바 먼저 이용하기로.
"
127,"
룸메이튼느 배달음식을 비롯한 외부음식도 반입이 가능한데 우리는 끝나고 닭갈비를 먹으러 갈 예정이기에 셀프바만 이용하기로 했다. 셀프바에는 옛날과자들과 떡볶이 과자, 닭다리 과자, 쿠키, 누네띠네, 팝콘, 컵라면 등이 있었는데 이 중 제일 맛있었던 과자는 닭다리과자 ! 일반 우리가 아는 닭다리 과자랑 쪼금 달랐다. 내 취향이야~컵라면은 1인당 1개씩 제공되는데 우리는 일단 과자랑 음료수를 먹다가 오후 3시쯤? 컵라면 하나씩 먹었다.오빠는 열라면, 나는 삼양라면을 먹었던 것 같은데.. 사실 뭘 먹었는지 기억이 좀 가물가물하다. 아마도 맞을거야
"
128,"
?
"
129,"
과일주스나 얼음은 냉장고에서 이용 가능한데 과일주스는 페트병으로 된 것이어서 우린 따로 이용 안했다.
"
130,"
음료는 탄산음료 및 스포츠 음료, 커피, 슬러시, 갖가지 차를 이용 할 수 있는데 오빠는 마운틴 듀, 탄산을 사랑하는 나는 일단 사이다 원샷 때리구 딸기 슬러시를 먹었는데  으엑딸기 슬러시는 너무 달고 정말 불량식품맛이라 색소맛난다고 해야할까? 시럽맛? 이건 좀 별로였다.
"
131,"
그치만 컵라면 뿐만 아니라 시중에서 판매하는 아이스크림을 1인당 1개씩 주기에 이걸로 입가심 할 수 있었다.비록 닌텐도 티비 연결은 되지 않았지만 오빠랑 마리오 카트 게임도 재밌게 하고 제목이 잘 기억안나지만 고릴라 나왔던 영화도 보고 낮잠도 좀 자고 편하게 놀다가 아이스크림 하나씩 딱 물고 나갔다.근데 비와서.............흑 오빠가 겉옷 벗어서 나만 씌워주고... 오빠는 다 젖고.. 
"
132,"
 우리의 다음 코스는 스타시티였기에 거리가 좀 있어 비를 꽤 맞아서 안타까웠지만 깔끔하고 편안한 공간에서 영화도 무료로 보고 도란도란 얘기도 나누고 할 수 있어 너무 좋았다.엘레베이터 없는 4층이긴하지만 다음에 또 이용 할 의향 있음!????
"
133,"
* 주소 : 서울 광진구 능동로 141, 4층* 연락처 : 070-4133-6006* 영업시간 : 월-금 12:00-24:00 / 공휴일&주말 11:00-24:00* 특이사항 : 평일 무제한 이용 가능(대기손님 없을 시), 컵라면 및 아이스크림 1인 1개 제공, 배달/외부음식 가능
"
134,고양이다락방 건대
135,"
지난 주말, 고양이 카페 '우주로캣'에 방문했다. 원래 '고양이다락방'이란 상호로 있던 곳이었는데 리모델링을 한 것 같았다. 작년 이맘때쯤 쩡이언니와 함께 고양이다락방을 찾았었고, 우리가 선호하는 단모 고양이들이 많았던 곳으로 기억한다. 그때의 고양이들은 그대로일지, 바뀌었다면 어떨지 궁금했다.?사진은 찍지 못했지만 입구부터 예전과 달라져 있었다. 카운터에서 결제 후 카페 전용 실내화로 갈아 신은 뒤, 개인 사물함에 짐을 넣고 청결제로 손을 소독한 뒤 입장하면 되는 구조였다. 입장료는 인당 1만 원(무료제공 음료 포함), 판매용 음료는 2천 원을 별도로 결제해야 한다.
"
136,"
들어가면 한눈에 들어오는 공간. 이전에는 보통의 커피숍과 비슷하게 테이블과 의자들이 여러 개 놓여져 있었는데, 지금은  조금 더 고양이 친화적인 계단형 공간으로 바뀌었다. 벽, 천장 등에 캣타워도 설치되어 있었다.?
"
137,"
??
"
138,"
??
"
139,"
가장 안쪽 벽에 전시된 액자에는 우주로 '캣'을 콘셉트로 한 고양이들의 얼굴, 이름과 묘종이 소개되어 있다. 개인적으로 이뿐만 아니라 고양이다락방 때처럼 고양이들의 나이나 성격, 서열 등 이야기를 접할 수 있는 무언가가 있으면 더 좋겠다는 생각을 했다. 그리고 카페 내에는 주의사항이 따로 써져 있지 않았지만, 그동안 몇 군데를 다니며 알게된  고양이카페 기본 상식을 정리해 본다. (*혹시 틀렸거나 추가하면 좋을 듯한 내용은 말씀해 주시면 감사하겠습니다!)?
"
140,"
① 병균 예방을 위한 손 소독 필수② 강제로 들어 올리거나 안지 말 것 ③ 외부의 장난감을 갖고 놀아주거나, 간식 등을 먹이지 말 것 (간식은 카운터에 문의 및  구입 후  급여) ④ 자고 있거나 그루밍 중인 고양이는 만지지 말고 눈으로만 볼 것⑤ 꼬리를 잡아 당기거나 엉덩이를 자극하는 등 고양이가 싫어하는 행동을 하지 말 것⑥ 사진 촬영 시 플래시 금지 (고양이 눈이 다칠 수 있음)⑦ 큰 소리로 소리치거나 뛰어다니지 말 것⑧ 유아, 어린이 입장 시 보호자의 지도 필수??
"
141,"
사장님께서 가까이에 오시면 귀여운 목소리로 야옹거리며 계속 쫓아다니는 고양이가 있었는데, 바로 티거였다. 뱅갈로는 처음 만났던 냥이인데 여전히 귀엽고 사랑스러웠다. (다만, 예전보다 살이 조금 빠져 보여 조금 걱정이... 괜찮은 거지?)??
"
142,"
그리고 서열 1위, 람보. 주먹을 살짝만 쥐어도 와서 얼굴을 맞대며 인사를 해주는 귀요미. 하지만 서열 1위를 증명하듯 무서운 몸짓과 소리로 다른 고양이들을 제압하는 카리스마 냐옹이. ?
"
143,"
??
"
144,"
상자에서 몸을 웅크리고 자고 있는 쪼꼬미 냐옹이. 알고 보니 결코 작지 않은 충식이였다. :-> 진회색의 브리티쉬 숏컷인 충식이는 젤리도 같은 색이라 신기했다.?
"
145,"
???
"
146,"
블루뱅갈 묘종의 마돈나. 얼굴 무늬가 너무 귀엽다. 그리고 심쿵한 초코색 젤리. 밀크초콜릿 맛일까? :-P??
"
147,"
고양이다락방 시절, 우리 무릎에 계속 올라와 앉아있었던 고구마. 당시 조금 냄새가 났었는데 이 날은 냄새도 안 나고 털 정리도 잘 된 깔끔이였다. 모던 샴이라는 묘종명과 어울리는 현대적인 생김새이지만 역시나 알냥이 자세를 취하고 있다. :)??
"
